time,open,high,low,close,Volume,volumeMA
1609511160,29494.06,29503.91,29481.25,29501.24,51.87,63.70
1609511220,29498.27,29507.30,29493.31,29502.06,67.48,61.58
1609511280,29504.14,29507.29,29501.10,29503.14,38.40,59.77
1609511340,29503.24,29504.80,29492.66,29494.90,34.27,58.95
1609511400,29492.92,29499.34,29491.67,29498.23,33.57,58.23
1609511460,29497.98,29505.64,29493.50,29497.29,35.12,56.00
1609511520,29497.87,29497.98,29466.65,29471.58,43.53,56.69
1609511580,29469.17,29471.91,29420.89,29427.11,43.33,55.30
1609511640,29423.01,29427.00,29388.60,29421.90,30.77,53.45
1609511700,29421.66,29451.94,29420.14,29430.46,40.24,53.63
1609511760,29430.50,29453.89,29426.95,29450.18,64.24,54.01
1609511820,29450.10,29467.82,29446.34,29454.31,37.74,54.39
1609511880,29453.78,29463.01,29442.05,29460.93,19.40,52.44
1609511940,29457.29,29463.15,29454.69,29457.65,36.09,51.06
1609512000,29456.33,29463.96,29449.20,29462.37,48.80,46.85
1609512060,29462.41,29475.90,29460.08,29471.56,43.59,43.80
1609512120,29471.76,29474.70,29468.67,29471.08,51.11,43.52
1609512180,29470.43,29471.72,29459.94,29468.40,32.21,42.48
1609512240,29469.17,29470.58,29456.73,29460.45,26.71,42.13
1609512300,29463.78,29466.17,29410.70,29413.95,36.69,40.76
1609512360,29403.81,29425.79,29385.03,29418.82,33.63,39.85
1609512420,29417.28,29442.43,29411.04,29436.13,115.23,42.23
1609512480,29435.39,29441.88,29417.13,29417.34,30.87,41.86
1609512540,29418.91,29428.41,29407.96,29427.48,34.65,41.88
1609512600,29422.05,29426.81,29405.09,29406.60,78.94,44.14
1609512660,29405.71,29415.43,29399.06,29399.90,47.31,44.75
1609512720,29402.71,29403.21,29356.69,29375.48,31.57,44.16
1609512780,29376.51,29380.01,29331.64,29342.08,58.57,44.92
1609512840,29343.62,29369.32,29343.45,29366.14,31.03,44.93
1609512900,29370.33,29387.00,29368.58,29380.16,42.12,45.03
1609512960,29378.17,29380.68,29359.29,29371.12,36.84,43.66
1609513020,29372.50,29379.26,29370.00,29374.43,47.98,44.17
1609513080,29376.27,29390.81,29364.07,29372.66,27.48,44.57
1609513140,29375.23,29383.76,29374.02,29381.99,70.71,46.30
1609513200,29381.33,29383.34,29366.84,29375.80,38.13,45.77
1609513260,29379.55,29380.83,29353.91,29353.99,292.44,58.21
1609513320,29349.83,29355.90,29321.12,29321.25,134.33,62.37
1609513380,29322.44,29350.27,29309.80,29348.07,66.37,64.08
1609513440,29347.51,29347.53,29314.49,29328.31,62.30,65.86
1609513500,29332.39,29374.56,29328.92,29369.07,101.00,69.08
1609513560,29373.95,29387.87,29372.01,29382.04,111.67,72.98
1609513620,29384.17,29390.15,29376.27,29378.36,78.34,71.13
1609513680,29377.38,29388.01,29376.19,29385.67,59.53,72.57
1609513740,29383.46,29389.21,29381.51,29384.55,91.31,75.40
1609513800,29386.88,29386.96,29382.85,29385.39,44.06,73.66
1609513860,29384.54,29446.12,29384.54,29439.47,50.24,73.80
1609513920,29440.66,29443.91,29411.65,29430.14,124.95,78.47
1609513980,29425.99,29428.93,29403.61,29411.77,63.45,78.71
1609514040,29412.97,29417.47,29402.26,29408.28,76.89,81.01
1609514100,29408.89,29412.97,29393.92,29395.48,76.87,82.75
1609514160,29397.62,29409.09,29396.90,29407.92,33.37,82.57
1609514220,29405.02,29408.11,29398.81,29403.09,25.72,81.46
1609514280,29401.59,29408.98,29400.28,29408.05,43.12,82.24
1609514340,29407.89,29421.48,29405.98,29420.08,204.43,88.93
1609514400,29419.89,29420.14,29363.81,29377.21,53.98,89.72
1609514460,29373.78,29383.45,29342.95,29372.60,39.67,77.08
1609514520,29373.75,29387.34,29369.54,29375.23,38.67,72.30
1609514580,29371.83,29376.76,29349.58,29352.42,19.77,69.97
1609514640,29352.34,29368.56,29349.93,29358.70,64.87,70.10
1609514700,29358.87,29371.46,29356.20,29367.45,51.18,67.61
1609514760,29365.12,29365.36,29280.68,29317.94,95.59,66.80
1609514820,29317.13,29359.44,29304.41,29343.53,54.84,65.63
1609514880,29347.39,29372.97,29345.86,29353.46,67.23,66.01
1609514940,29352.06,29358.19,29320.87,29348.78,43.17,63.60
1609515000,29343.56,29344.59,29321.20,29322.77,44.04,63.60
1609515060,29319.44,29330.05,29290.91,29292.89,49.11,63.55
1609515120,29287.03,29293.67,29253.07,29288.04,77.21,61.16
1609515180,29285.91,29320.65,29282.24,29308.53,65.56,61.26
1609515240,29306.65,29309.24,29295.22,29299.02,152.95,65.07
1609515300,29298.97,29299.13,29271.83,29275.18,48.59,63.65
1609515360,29275.58,29277.52,29218.63,29224.22,24.72,63.22
1609515420,29226.66,29234.77,29112.51,29123.87,107.58,67.31
1609515480,29127.27,29175.60,29118.19,29166.57,57.87,68.05
1609515540,29165.12,29172.58,29122.53,29122.82,51.45,60.40
1609515600,29121.31,29174.73,29085.37,29166.55,57.21,60.56
1609515660,29168.17,29193.91,29165.93,29184.48,33.58,60.26
1609515720,29183.81,29211.29,29169.54,29208.62,51.42,60.90
1609515780,29205.64,29210.97,29189.64,29199.83,38.06,61.81
1609515840,29200.67,29207.32,29189.30,29189.30,60.90,61.61
1609515900,29191.30,29205.16,29187.60,29203.66,42.53,61.18
1609515960,29209.30,29263.48,29207.62,29247.59,77.41,60.27
1609516020,29249.29,29260.00,29238.69,29250.85,28.00,58.93
1609516080,29256.49,29269.62,29253.93,29265.29,33.60,57.25
1609516140,29261.66,29264.88,29255.56,29260.62,23.22,56.25
1609516200,29260.07,29264.89,29237.97,29261.32,31.52,55.62
1609516260,29263.41,29282.62,29260.22,29275.72,41.06,55.22
1609516320,29275.88,29286.20,29272.13,29281.86,82.89,55.51
1609516380,29281.02,29281.43,29261.21,29264.84,55.85,55.02
1609516440,29260.66,29274.07,29241.16,29260.71,117.99,53.27
1609516500,29261.91,29263.62,29239.02,29240.91,54.49,53.57
1609516560,29238.96,29239.78,29200.68,29210.78,67.62,55.71
1609516620,29208.77,29231.01,29205.82,29227.04,37.84,52.23
1609516680,29226.17,29254.20,29226.08,29253.77,53.31,52.00
1609516740,29249.91,29250.83,29236.06,29242.70,33.70,51.11
1609516800,29242.39,29282.56,29238.92,29278.85,35.49,50.02
1609516860,29278.12,29303.40,29273.17,29282.61,62.48,51.47
1609516920,29279.23,29283.10,29228.87,29232.29,22.02,50.00
1609516980,29233.11,29234.64,29182.62,29201.42,25.39,49.37
1609517040,29206.80,29227.84,29187.52,29198.82,67.67,49.70
1609517100,29196.12,29217.84,29186.27,29213.70,37.95,49.48
1609517160,29217.82,29248.74,29216.37,29248.34,38.25,47.52
1609517220,29248.00,29253.68,29242.36,29252.65,42.22,48.23
1609517280,29253.69,29262.80,29242.62,29253.88,29.21,48.01
1609517340,29251.69,29276.03,29251.41,29274.26,55.96,49.65
1609517400,29274.69,29292.22,29271.59,29278.12,20.48,49.09
1609517460,29275.54,29292.04,29274.50,29285.25,39.07,48.99
1609517520,29283.58,29284.69,29263.34,29272.60,30.16,46.36
1609517580,29273.39,29284.54,29271.12,29278.23,52.45,46.19
1609517640,29278.29,29288.74,29271.18,29274.81,45.36,42.56
1609517700,29274.06,29282.62,29271.25,29275.66,68.70,43.27
1609517760,29275.71,29298.43,29275.19,29287.07,37.70,41.77
1609517820,29284.82,29291.04,29280.94,29286.48,103.38,45.05
1609517880,29285.65,29294.20,29283.29,29285.43,24.08,43.59
1609517940,29288.07,29326.20,29286.86,29313.85,36.19,43.71
1609518000,29312.90,29315.36,29304.57,29310.53,25.17,43.19
1609518060,29311.83,29321.56,29310.44,29316.88,44.57,42.30
1609518120,29316.82,29345.41,29314.19,29342.12,25.22,42.46
1609518180,29341.95,29341.98,29323.48,29328.43,23.61,42.37
1609518240,29328.33,29336.54,29324.56,29332.22,89.02,43.44
1609518300,29333.23,29364.81,29331.32,29358.71,57.89,44.43
1609518360,29360.35,29375.29,29348.34,29358.67,37.50,44.40
1609518420,29357.14,29357.67,29335.64,29337.32,31.35,43.85
1609518480,29334.08,29334.89,29320.63,29323.59,23.50,43.57
1609518540,29326.96,29342.76,29325.99,29331.73,71.51,44.34
1609518600,29331.26,29332.07,29317.55,29321.36,30.71,44.86
1609518660,29321.10,29330.93,29308.54,29323.84,97.43,47.77
1609518720,29329.50,29331.87,29325.07,29329.92,58.60,49.20
1609518780,29329.03,29340.55,29326.00,29338.80,44.12,48.78
1609518840,29338.45,29346.87,29336.55,29345.14,53.27,49.18
1609518900,29348.69,29364.44,29340.37,29342.43,31.95,47.34
1609518960,29337.98,29344.79,29332.03,29340.51,45.39,47.72
1609519020,29341.78,29353.55,29334.39,29337.37,39.81,44.54
1609519080,29336.82,29337.57,29325.59,29335.65,80.25,47.35
1609519140,29336.26,29351.74,29336.26,29344.62,56.74,48.38
1609519200,29344.60,29345.16,29330.09,29331.10,31.39,48.69
1609519260,29331.07,29362.93,29328.38,29340.51,27.79,47.85
1609519320,29335.13,29346.33,29333.54,29340.34,25.58,47.87
1609519380,29341.82,29347.42,29336.10,29337.86,47.61,49.07
1609519440,29339.67,29350.75,29339.02,29346.49,40.91,46.66
1609519500,29347.86,29379.95,29347.77,29377.76,25.82,45.06
1609519560,29378.74,29397.96,29377.93,29390.33,82.40,47.31
1609519620,29387.52,29398.13,29383.81,29394.74,31.91,47.33
1609519680,29392.39,29392.61,29377.51,29378.36,43.39,48.33
1609519740,29375.44,29376.29,29364.20,29369.16,102.93,49.90
1609519800,29368.76,29369.74,29360.44,29366.11,33.90,50.06
1609519860,29365.64,29386.35,29362.13,29386.25,32.31,46.80
1609519920,29384.45,29402.34,29374.99,29401.91,34.07,45.58
1609519980,29401.96,29407.79,29398.06,29402.91,32.71,45.01
1609520040,29405.83,29406.84,29383.37,29384.18,29.46,43.82
1609520100,29383.18,29383.19,29358.61,29361.22,28.06,43.62
1609520160,29360.54,29367.23,29359.93,29365.66,33.79,43.04
1609520220,29365.44,29370.34,29364.16,29368.26,28.70,42.49
1609520280,29366.86,29367.22,29344.66,29346.77,32.13,40.08
1609520340,29346.27,29355.63,29335.54,29353.39,26.95,38.59
1609520400,29352.17,29352.34,29318.73,29325.19,71.11,40.58
1609520460,29327.88,29346.30,29327.64,29337.70,129.83,45.68
1609520520,29337.45,29348.29,29336.16,29342.11,41.11,46.46
1609520580,29341.40,29353.58,29336.83,29352.24,23.32,45.24
1609520640,29352.92,29361.26,29350.98,29357.36,26.86,44.54
1609520700,29359.51,29371.65,29357.31,29367.78,38.20,45.16
1609520760,29365.65,29368.85,29359.83,29367.51,33.39,42.71
1609520820,29366.46,29368.30,29362.23,29365.98,29.95,42.61
1609520880,29364.82,29365.21,29349.49,29355.68,36.31,42.25
1609520940,29355.85,29356.06,29331.38,29335.77,21.01,38.16
1609521000,29335.36,29353.69,29334.04,29347.89,14.47,37.19
1609521060,29349.05,29368.88,29348.34,29367.43,24.04,36.77
1609521120,29365.30,29367.03,29355.06,29361.90,22.59,36.20
1609521180,29364.89,29373.83,29359.97,29366.22,13.66,35.25
1609521240,29363.77,29366.55,29359.03,29360.60,29.67,35.26
1609521300,29362.61,29387.81,29362.19,29386.80,31.35,35.42
1609521360,29386.41,29392.14,29371.30,29377.22,18.39,34.65
1609521420,29379.83,29390.82,29376.99,29387.36,17.82,34.11
1609521480,29386.64,29389.40,29384.40,29388.34,18.30,33.42
1609521540,29387.79,29388.83,29355.00,29357.36,32.79,33.71
1609521600,29354.39,29382.86,29348.14,29380.27,35.93,31.95
1609521660,29380.00,29380.00,29347.87,29352.94,57.69,28.34
1609521720,29350.72,29352.45,29318.81,29320.63,88.80,30.73
1609521780,29322.45,29331.84,29317.08,29326.70,25.18,30.82
1609521840,29324.48,29325.22,29308.31,29318.56,26.49,30.80
1609521900,29319.96,29324.58,29309.20,29317.77,44.40,31.11
1609521960,29316.99,29317.86,29293.81,29312.31,68.67,32.88
1609522020,29310.76,29325.10,29302.27,29318.48,57.60,34.26
1609522080,29319.75,29322.66,29318.47,29321.83,30.59,33.97
1609522140,29319.04,29341.02,29314.57,29337.81,33.67,34.61
1609522200,29335.20,29336.03,29318.10,29322.61,52.43,36.50
1609522260,29317.74,29318.08,29291.13,29295.92,47.85,37.69
1609522320,29293.65,29295.02,29281.77,29284.76,34.74,38.30
1609522380,29284.88,29285.31,29264.53,29270.93,36.44,39.44
1609522440,29272.61,29285.48,29265.89,29271.10,28.43,39.38
1609522500,29269.91,29280.55,29249.44,29277.57,23.35,38.98
1609522560,29278.79,29280.87,29266.43,29278.36,18.38,38.98
1609522620,29279.13,29289.67,29272.08,29283.09,43.55,40.26
1609522680,29281.94,29283.90,29237.21,29238.91,96.66,44.18
1609522740,29239.91,29240.11,29206.48,29209.87,32.39,44.16
1609522800,29209.94,29214.88,29183.33,29196.75,18.51,43.29
1609522860,29196.22,29239.28,29190.76,29229.60,64.54,43.63
1609522920,29228.75,29241.55,29203.42,29237.28,47.44,41.57
1609522980,29237.88,29240.03,29223.89,29228.39,13.86,41.00
1609523040,29231.98,29235.14,29220.25,29223.06,16.57,40.50
1609523100,29222.05,29223.28,29060.13,29066.09,53.03,40.94
1609523160,29064.99,29089.01,28995.80,29066.43,17.82,38.39
1609523220,29068.33,29115.19,29066.11,29099.33,24.20,36.72
1609523280,29099.50,29126.23,29088.09,29121.21,28.13,36.60
1609523340,29121.29,29141.18,29118.24,29135.91,32.33,36.53
1609523400,29131.71,29166.70,29127.10,29161.03,29.89,35.41
1609523460,29162.41,29165.27,29139.64,29160.34,35.86,34.81
1609523520,29155.68,29162.48,29145.03,29160.99,15.43,33.84
1609523580,29159.93,29167.36,29156.85,29165.61,14.09,32.72
1609523640,29167.24,29190.36,29163.84,29174.03,22.56,32.43
1609523700,29174.03,29174.53,29156.40,29162.64,22.44,32.38
1609523760,29159.00,29179.12,29156.83,29170.77,36.74,33.30
1609523820,29170.64,29170.75,29128.44,29153.88,33.74,32.81
1609523880,29156.88,29157.99,29129.96,29140.72,24.53,29.20
1609523940,29139.15,29143.62,29111.75,29136.31,15.36,28.35
1609524000,29131.59,29131.59,29046.48,29047.59,28.09,28.83
1609524060,29049.05,29113.44,29046.95,29112.94,21.21,26.67
1609524120,29113.04,29188.20,29112.88,29184.09,17.65,25.18
1609524180,29184.69,29308.87,29184.69,29296.33,25.97,25.78
1609524240,29295.35,29302.65,29244.78,29296.22,30.73,26.49
1609524300,29301.12,29308.21,29274.63,29279.91,20.28,24.85
1609524360,29278.60,29281.23,29262.85,29267.15,23.65,25.14
1609524420,29268.51,29286.30,29266.41,29283.09,39.86,25.93
1609524480,29283.17,29293.50,29271.69,29279.62,20.97,25.57
1609524540,29276.04,29280.50,29259.45,29275.86,28.36,25.37
1609524600,29273.74,29276.71,29271.22,29275.13,16.07,24.68
1609524660,29274.92,29295.08,29274.83,29288.59,23.48,24.06
1609524720,29287.82,29289.38,29260.10,29271.56,18.90,24.23
1609524780,29272.23,29285.20,29264.38,29283.52,15.63,24.31
1609524840,29282.23,29282.24,29265.04,29271.97,20.28,24.20
1609524900,29277.03,29290.91,29263.70,29274.62,46.83,25.42
1609524960,29273.98,29274.15,29262.12,29263.63,40.08,25.59
1609525020,29262.72,29270.15,29256.78,29267.51,31.20,25.46
1609525080,29264.79,29265.93,29258.31,29263.72,30.65,25.76
1609525140,29266.49,29266.85,29249.02,29256.44,64.30,28.21
1609525200,29255.28,29255.91,29226.46,29227.54,24.78,28.05
1609525260,29227.31,29231.36,29192.45,29193.44,42.60,29.11
1609525320,29193.80,29213.37,29176.71,29176.71,36.47,30.06
1609525380,29175.80,29189.78,29160.37,29174.21,31.33,30.32
1609525440,29172.68,29173.06,29114.28,29136.13,29.51,30.26
1609525500,29141.33,29159.63,29122.12,29142.93,16.17,30.06
1609525560,29141.98,29144.47,29072.73,29084.55,19.19,29.83
1609525620,29087.19,29104.11,29069.83,29083.59,15.23,28.60
1609525680,29085.61,29122.11,29082.87,29114.41,24.35,28.77
1609525740,29115.79,29116.28,29051.79,29072.80,27.70,28.74
1609525800,29072.93,29073.44,29018.31,29026.77,21.52,29.01
1609525860,29030.24,29105.58,29024.53,29102.74,18.37,28.76
1609525920,29106.10,29109.02,29081.52,29092.45,27.44,29.18
1609525980,29088.27,29126.31,29083.79,29118.74,47.22,30.76
1609526040,29115.96,29143.83,29112.69,29123.22,34.14,31.45
1609526100,29124.37,29126.65,29093.26,29095.03,39.67,31.10
1609526160,29096.03,29106.79,29086.11,29086.97,32.69,30.73
1609526220,29090.58,29107.23,29086.53,29102.15,26.95,30.51
1609526280,29102.33,29105.38,29087.27,29092.37,32.07,30.58
1609526340,29089.68,29090.53,29010.34,29011.78,18.27,28.28
1609526400,29010.62,29051.74,29008.44,29036.98,20.86,28.09
1609526460,29036.09,29038.71,28985.39,29000.34,37.08,27.81
1609526520,29000.27,29000.28,28904.93,28923.87,38.56,27.91
1609526580,28924.37,28960.26,28922.37,28946.12,49.52,28.82
1609526640,28948.71,28958.91,28931.42,28936.74,36.01,29.15
1609526700,28934.45,28935.88,28689.06,28771.00,26.51,29.67
1609526760,28770.29,28840.79,28758.61,28765.06,17.96,29.60
1609526820,28766.27,28852.25,28760.06,28844.76,20.94,29.89
1609526880,28843.61,28923.42,28821.76,28912.83,42.65,30.81
1609526940,28913.14,28963.30,28906.40,28957.22,20.11,30.43
1609527000,28955.93,29021.25,28938.41,29009.71,72.33,32.97
1609527060,29016.47,29024.87,28979.92,29014.37,35.20,33.81
1609527120,29014.22,29070.74,29012.00,29059.12,19.25,33.40
1609527180,29059.38,29132.92,29056.13,29105.42,31.01,32.59
1609527240,29106.42,29110.03,29068.64,29072.88,26.59,32.21
1609527300,29076.20,29084.56,29040.84,29069.36,46.67,32.56
1609527360,29074.90,29129.23,29073.01,29115.82,25.58,32.21
1609527420,29115.20,29129.20,29107.89,29115.88,25.79,32.15
1609527480,29111.57,29123.39,29107.97,29119.38,20.68,31.58
1609527540,29117.01,29121.24,29114.30,29117.86,44.86,32.91
1609527600,29118.14,29122.41,29048.08,29073.98,54.57,34.59
1609527660,29071.85,29074.63,29040.94,29046.57,100.84,37.78
1609527720,29051.27,29077.96,29051.26,29075.27,55.57,38.63
1609527780,29071.76,29072.43,29010.02,29026.84,67.07,39.51
1609527840,29030.51,29039.08,29010.64,29013.76,72.97,41.36
1609527900,29016.32,29053.72,29014.32,29052.47,106.06,45.34
1609527960,29054.63,29085.66,29049.95,29058.07,35.95,46.24
1609528020,29064.40,29100.08,29063.63,29074.24,50.67,47.72
1609528080,29072.33,29074.76,29057.86,29060.81,48.79,48.03
1609528140,29063.62,29085.10,29057.27,29076.36,67.58,50.40
1609528200,29078.97,29096.84,29064.45,29087.82,42.18,48.89
1609528260,29087.26,29087.64,29072.79,29079.08,25.09,48.39
1609528320,29079.30,29079.49,29014.98,29017.43,34.04,49.13
1609528380,29013.79,29066.82,29006.67,29066.82,42.18,49.69
1609528440,29069.37,29085.87,29061.87,29067.92,56.11,51.16
1609528500,29067.64,29070.68,29038.96,29066.20,21.14,49.89
1609528560,29064.25,29068.57,29052.96,29056.76,77.96,52.51
1609528620,29060.50,29101.93,29060.41,29100.41,56.64,54.05
1609528680,29102.73,29123.87,29100.07,29122.55,158.82,60.95
1609528740,29122.71,29167.83,29120.39,29147.70,120.44,64.73
1609528800,29150.82,29153.51,29111.62,29118.92,33.52,63.68
1609528860,29123.13,29162.47,29122.63,29157.12,110.28,64.15
1609528920,29157.37,29158.14,29141.49,29144.53,245.44,73.65
1609528980,29141.76,29149.39,29126.88,29146.82,131.15,76.85
1609529040,29147.91,29149.83,29117.14,29129.17,210.81,83.74
1609529100,29133.11,29135.76,29107.91,29114.03,148.78,85.88
1609529160,29113.58,29144.65,29110.32,29129.32,82.56,88.21
1609529220,29132.08,29133.30,29118.40,29121.78,65.01,88.93
1609529280,29119.02,29119.27,29102.10,29111.84,248.14,98.89
1609529340,29111.72,29117.52,29107.61,29107.92,134.72,102.25
1609529400,29106.52,29107.39,29085.76,29087.74,130.51,106.67
1609529460,29086.87,29114.85,29084.53,29113.85,239.13,117.37
1609529520,29111.49,29114.55,29091.96,29096.15,117.12,121.52
1609529580,29097.92,29124.78,29094.54,29124.68,67.45,122.79
1609529640,29124.46,29146.87,29122.90,29134.64,81.05,124.03
1609529700,29136.18,29138.82,29110.67,29121.01,51.40,125.55
1609529760,29118.69,29119.14,29090.22,29091.13,58.80,124.59
1609529820,29091.49,29106.49,29091.17,29103.36,39.73,123.74
1609529880,29101.44,29120.85,29100.65,29115.11,43.47,117.98
1609529940,29115.26,29127.65,29097.95,29126.51,14.66,112.69
1609530000,29130.00,29156.58,29125.64,29152.21,30.46,112.53
1609530060,29155.56,29158.55,29139.45,29147.16,45.62,109.30
1609530120,29146.75,29148.81,29131.15,29136.05,24.72,98.26
1609530180,29135.91,29149.23,29132.21,29148.30,77.50,95.58
1609530240,29150.23,29153.41,29137.27,29144.55,45.80,87.33
1609530300,29146.96,29153.65,29139.36,29145.48,58.57,82.82
1609530360,29148.58,29177.95,29142.68,29150.27,48.76,81.13
1609530420,29148.95,29153.91,29134.63,29140.69,38.44,79.80
1609530480,29144.72,29152.53,29139.75,29149.16,32.04,69.00
1609530540,29149.14,29151.83,29135.39,29142.87,43.97,64.46
1609530600,29144.83,29145.33,29114.24,29119.51,33.44,59.61
1609530660,29117.82,29141.83,29114.45,29140.59,43.34,49.82
1609530720,29140.51,29144.37,29120.83,29126.40,32.62,45.59
1609530780,29125.18,29135.87,29121.98,29131.69,43.41,44.39
1609530840,29131.37,29132.46,29123.12,29124.23,67.34,43.70
1609530900,29123.27,29125.46,29107.06,29118.85,28.75,42.57
1609530960,29125.62,29129.37,29103.37,29107.98,36.84,41.47
1609531020,29109.98,29121.74,29106.29,29109.84,27.30,40.85
1609531080,29109.75,29109.75,29069.46,29092.29,39.75,40.67
1609531140,29092.75,29093.75,29076.47,29089.76,27.71,41.32
1609531200,29085.79,29086.99,28940.70,28958.51,33.83,41.49
1609531260,28959.29,29027.95,28954.37,29018.88,36.02,41.01
1609531320,29010.81,29061.74,29008.35,29061.01,29.19,41.23
1609531380,29059.23,29083.71,29055.20,29083.58,48.86,39.80
1609531440,29083.58,29153.05,29073.69,29151.53,28.12,38.91
1609531500,29145.47,29194.83,29137.46,29185.75,28.16,37.39
1609531560,29185.47,29196.46,29163.93,29175.14,32.24,36.57
1609531620,29175.34,29192.29,29172.49,29178.49,59.32,37.61
1609531680,29176.32,29183.48,29138.50,29171.69,29.88,37.50
1609531740,29174.00,29184.51,29160.82,29177.75,37.77,37.19
1609531800,29177.44,29184.37,29163.17,29174.81,38.63,37.45
1609531860,29178.70,29214.36,29176.32,29211.41,35.72,37.07
1609531920,29210.82,29213.68,29181.81,29197.24,44.58,37.67
1609531980,29201.55,29215.62,29190.11,29200.91,63.51,38.68
1609532040,29199.59,29222.24,29196.48,29218.33,82.53,39.44
1609532100,29218.14,29221.82,29200.34,29211.75,58.89,40.94
1609532160,29212.96,29216.23,29208.41,29215.05,61.62,42.18
1609532220,29212.61,29223.60,29200.98,29222.77,41.40,42.89
1609532280,29223.01,29287.19,29220.64,29262.58,90.22,45.41
1609532340,29259.43,29269.90,29241.45,29256.25,60.20,47.03
1609532400,29255.59,29258.73,29242.84,29247.42,34.42,47.06
1609532460,29247.29,29257.18,29240.32,29249.70,25.83,46.55
1609532520,29246.42,29254.43,29243.44,29253.56,13.15,45.75
1609532580,29254.44,29257.91,29237.94,29251.77,28.17,44.72
1609532640,29251.37,29279.73,29248.11,29277.81,35.08,45.07
1609532700,29277.56,29290.78,29267.22,29276.11,21.90,44.75
1609532760,29276.65,29283.00,29257.45,29270.26,32.96,44.79
1609532820,29269.21,29271.60,29255.16,29257.02,41.48,43.90
1609532880,29257.97,29270.04,29255.49,29266.36,37.24,44.27
1609532940,29265.81,29277.95,29261.60,29271.37,34.79,44.12
1609533000,29269.19,29278.46,29266.19,29272.05,28.33,43.60
1609533060,29271.78,29277.44,29261.78,29269.95,28.86,43.26
1609533120,29270.44,29271.65,29261.03,29262.39,44.39,43.25
1609533180,29262.66,29273.29,29224.49,29257.07,63.62,43.26
1609533240,29256.68,29262.55,29245.54,29253.90,59.13,42.09
1609533300,29253.74,29255.73,29248.80,29250.73,24.35,40.36
1609533360,29251.99,29253.47,29229.47,29238.28,24.80,38.52
1609533420,29242.95,29253.85,29233.53,29238.39,25.19,37.71
1609533480,29238.20,29243.03,29230.57,29233.70,51.11,35.75
1609533540,29235.72,29257.44,29235.61,29257.14,120.48,38.76
1609533600,29258.16,29258.85,29243.65,29247.52,47.17,39.40
1609533660,29247.20,29250.62,29235.04,29239.49,25.34,39.38
1609533720,29239.85,29252.42,29235.83,29249.60,58.09,41.62
1609533780,29250.82,29275.56,29250.82,29275.15,89.43,44.69
1609533840,29274.24,29275.77,29240.69,29243.46,224.14,54.14
1609533900,29241.44,29252.57,29224.36,29246.04,160.98,61.09
1609533960,29245.88,29264.25,29243.56,29262.39,57.55,62.32
1609534020,29262.31,29273.26,29254.48,29268.63,77.90,64.14
1609534080,29270.13,29275.03,29267.62,29271.80,48.91,64.73
1609534140,29271.42,29279.42,29270.99,29275.25,166.07,71.29
1609534200,29278.08,29283.04,29274.47,29280.34,81.55,73.95
1609534260,29282.95,29308.83,29281.07,29304.45,64.52,75.74
1609534320,29304.50,29311.61,29303.63,29311.05,44.56,75.74
1609534380,29308.90,29335.11,29300.91,29317.46,54.31,75.28
1609534440,29317.21,29318.04,29293.62,29307.12,43.52,74.50
1609534500,29308.66,29313.60,29292.41,29300.42,31.70,74.86
1609534560,29298.45,29299.06,29271.49,29281.83,39.07,75.58
1609534620,29281.53,29305.46,29280.22,29295.81,73.17,77.98
1609534680,29291.85,29294.31,29276.68,29283.63,22.76,76.56
1609534740,29284.55,29289.56,29270.03,29270.16,47.39,72.91
1609534800,29268.18,29282.39,29257.54,29272.63,26.67,71.88
1609534860,29268.80,29272.79,29258.55,29263.06,50.77,73.15
1609534920,29263.45,29266.14,29258.54,29261.94,22.78,71.39
1609534980,29261.84,29283.93,29258.03,29263.71,80.57,70.94
1609535040,29265.79,29278.70,29261.72,29269.28,221.69,70.82
1609535100,29265.28,29277.20,29259.64,29270.76,53.94,65.47
1609535160,29271.64,29285.70,29265.98,29283.92,41.46,64.67
1609535220,29279.89,29283.07,29269.73,29278.52,95.27,65.53
1609535280,29280.81,29296.85,29278.78,29284.97,82.73,67.23
1609535340,29285.63,29291.20,29282.22,29290.73,20.79,59.96
1609535400,29290.98,29291.48,29277.98,29285.38,55.21,58.64
1609535460,29283.00,29286.68,29273.72,29279.75,58.25,58.33
1609535520,29281.24,29281.79,29264.43,29264.52,26.04,57.41
1609535580,29264.43,29268.12,29253.00,29254.53,39.02,56.64
1609535640,29257.04,29265.60,29252.14,29259.11,39.62,56.45
1609535700,29259.29,29265.12,29251.13,29252.07,43.67,57.04
1609535760,29251.79,29259.98,29235.95,29254.51,66.35,58.41
1609535820,29258.62,29259.39,29250.76,29256.71,42.76,56.89
1609535880,29257.28,29260.64,29242.63,29259.81,28.21,57.16
1609535940,29259.95,29271.94,29255.68,29269.87,10.02,55.29
1609536000,29268.33,29272.83,29266.67,29271.96,22.47,55.08
1609536060,29271.87,29272.66,29261.83,29262.03,122.75,58.68
1609536120,29260.55,29270.64,29257.04,29264.73,41.21,59.60
1609536180,29265.60,29297.04,29264.70,29287.32,141.17,62.63
1609536240,29285.33,29303.36,29284.44,29297.14,102.23,56.66
1609536300,29297.43,29297.68,29289.24,29291.55,136.68,60.80
1609536360,29290.37,29292.35,29276.75,29277.58,209.45,69.20
1609536420,29277.97,29289.17,29275.18,29284.93,57.64,67.31
1609536480,29282.88,29286.69,29278.68,29282.63,106.23,68.49
